name,email,phone,address
Sure Anchor Microfinance Bank Limited,,,No 50 Chief S.N. Okeke Road by Cathedral Church Amichi Nnewi South LGA Anambra
Surelife Microfinance Bank Limited,,,88 Hospital Road Khana Local Govt. Area Rivers State
Susu Microfinance Bank Limited,,,34 Commercial Avenue Sabo-Yaba Lagos State
Swift Microfinance Bank Limited,,,96 Asa Road P.M.B 7287 Aba Abia State
Swift Trust Microfinance Bank Limited,,,"39 Gana Street, Maitama, Abuja"
Takai Microfinance Bank Limited,,,"Takai Local Government, Kano State."
Tanadi Microfinance Bank Limited,,,Along Zungeru-Bida Road Emiworo Wushishi Niger State
Tangale Microfinance Bank Limited,,,60 Gombe-Yola Road Billiri Gombe State.
Taraba Microfinance Bank Limited,,,19 Ahmadu Bello Way Jalingo Taraba State.
Tasued Microfinance Bank Limited,,,Tai Solarin University of Education Ijebu-Ode Ogun State
Tattali Microfinance Bank Limited,,,Kaduna Lagos Road Makera Mashegu L.G.A Niger State.
Taura Microfinance Bank Limited,,,No 1 Main Street Taura Jigawa State
TCF Microfinance Bank Limited,,,No 2A Osborne Road Pees Galleria Suite 4 1st Floor Ikoyi Lagps
The Millennium Microfinance Bank Ltd,,,No. 1 St. Paul University Premises ZIKS Avenue Awka Anambra
Tijarah Microfinance Bank Limited,,,Tijarah Mfb Stable Plaza2 Murtala Mohammed Way Bauchi Bauchi State
Time Microfinance Bank Limited,,,5 Kachia Road Adjacent Zenith Bank Kafanchan Kaduna State
Titare Microfinance Bank Limited,,,Marine Base Bus Stop Marine Base Port Harcourt Rivers State.
Tofa Microfinance Bank Limited,,,No. 1 Tofa Town Kano State
Toki Rainbow Microfinance Bank Limited,,,68 Nkpogu Street Off Trans Amadi Industrial Layout Port -Harcourt Rivers State
Topclass Microfinance Bank Limited,,,14 New Market Road Onitsha Anambra State
Total Trust Microfinance Bank Limited,,,19 Odunawo Street Onitsha Anambra State
Touchgold Microfinance Bank Limited,,,354 Abeokuta Expressway Abule Egba Agege Lagos State
Townserve Microfinance Bank LImited,,,2 TOS Benson Road Ikorodu Lagos State.
Transwealth Microfinance Bank Limited,,,16 Estate Hospital Road Dallimore Junction Ado-Ekiti Ekiti State
Treasures Microfinance Bank Limited,,,No 1 Bakare Street Ojodu-Berger Bus Stop Ojodu Lagos
Trident Microfinance Bank Ltd,,,3rd Floor Plot 1042 Kur Mohammed Street Central Business District Abuja
Trinity Microfinance Bank Limited,,,18 Moloney Street Obalende Lagos State
Tripple A Microfinance Bank Limited,,,AMAC Jabi Abuja FCT
Trustbanc J6 Microfinance Bank LImited,,,"163B, Sinari Daranijo Street, Victoria Island, Lagos. State"
Truebond Microfinance Bank LImited,,,27 Adeola Adeleye Street Off Coker Road Ilupeju Kosofe LGA Lagos State
Trust Microfinance Bank Limited,,,10 Local Govt Road Owode-Egba Ogun State.
Trustfund Microfinance Bank Limited,,,60 Adesuwa Road G.R.A Benin City Edo State
Tsanyawa Microfinance Bank Limited,,,Old People Bank Along Katsina Road Tsanyawa Kano State
TSM Microfinance Bank Limited,,,15A Adebisi Popoola Street Lekki Phase I Eti-Osa Lagos State
Tudun Wada Microfinance Limited,,,Tudun Wada L.G.A. Kano State
U & C Microfinance Bank Limited,,,Choba Park Shopping Complex University of Port Harcourt Rivers State.
Ubulu Microfinance Bank Limited,,,Ogwashi-Uku-Umunede Road Ubulu-Uku Aniocha LGA Delta State
UCB Microfinance Bank Limited,,,Old Afor Market Square Umunya Oyi Local Govt Area Anambra State
Uda Microfinance Bank Limited,,,35 Market Road Eguare-Ekpoma Esan LGA Edo State
Udoka Microfinance Bank Limited,,,Nwagu Market Square Agulu Anaocha LGA Anambra State
Uga Microfinance Bank Limited,,,Oye Market Square P.O.Box 508 Uga Aguata LGA Anambra State
Ugboju Microfinance Bank Limited,,,Onyagede/Ankpa Rd Ogobia-Ugboju Road P.O.Box 1260 Otukpo Benue State
Ugborimili Microfinance Bank Limited,,,Ogbo-Ogwu Abuja Line Bridge Head Market Fegge Onitsha Anambra State
Ukpor Microfinance Bank Limited,,,Afor Ukpor Market Nnewi South LGA Anambra State
Ukwala Microfinance Bank Limited,,,Mike Ajegbo Street Obosi Anambra
Ulayin Microfinance Bank Limited,,,18 Okeyinmi Street P.O. Box 273 Ado-Ekiti Ekiti State
Uli Microfinance Bank Limited,,,KM 45 Onitsha-Owerri Road P.M.B.144Uli Anambra State
Ultimate Benefit Microfinance Bank Limited,,,150C Okene/Kabba Road Lokoja Kogi State
Ultimate Microfinance Bank Limited,,,Sikiru Ayinde Oluwo House Owode market Ayobo Road Ipaja Lagos State
Ultraviolet Microfinance Bank Limited,,+2349125755555,"9 Dunukofia Street, Area 11 Garki-Abuja. Tell No: +234 912 575 5555 Website:www.ultravioletmfb.com"
Umejei Microfinance Bank Limited,,,124B Umujei Road P.M.B 1007 Ibusa Oshimilli LGA Delta State
Ummah Microfinance Bank Limited,,,Sokoto Street Yola Market Adamawa State
Umuawulu Microfinance Bank Limited,,,Umuawulu Awka South Local Govt Area Anambra State
Umuchinemere Procredit Microfinance Bank Limited,,,Plot 5 Ikwuato Street Uwani Enugu State
Umuchukwu Microfinance Bank Limited,,,6 Bende Road Umuahia Abia State
Umunnachi Microfinance Bank Limited,,,St. Theresa&#8217;s Catholic Cathedral Church Ogoja Road Abakaliki Ebonyi State
Umunne Microfinance Bank Limited,,,3 Analikwu Road Nimo Njikoka Local Government Area Anambra State
Umuoji Microfinance Bank Limited,,,Nkpor/Umuoji Road Umuoji Idemili North Local Govt Area Anambra State
UMYU Microfinance Bank Limited,,,Umaru Musa Yar&#8217;Adua University KM 10 Dutsinma Road Katsina State
UNAAB Microfinance Bank Limited,,,University of Agriculture Abeokuta Abeokuta Ogun State
Ungogo Microfinance Bank Limited,,,Ungogo Local Government Area Council Kano Kano State
Unibadan MIcrofinance Bank Limited,,,1 Elkanemi Road University of Ibadan Ibadan Oyo State Nigeria
UNICAL Microfinance Bank Limited,,,University of Calabar P.M.B. 115 Calabar Cross Rivers State
Unicredit Microfinance Bank LImited,,,7A/9A Abibu Oki Street Lagos Island
UNIFA Microfinance Bank Limited,,,C/O Co-operative Shopping Centre Olotu Road UghelliDelta State
Unifund Microfinance Bank Limited,,,Suite 9/10 Block C P.O.W.A Shopping Complex Nyanya FCT Abuja
Unilorin Microfinance Bank LImited,,,Permanent Site of University of Ilorin Kwara State
UNIMAID Microfinance Bank Limited,,,University of Maiduguri Campus Maiduguri Borno State
United Microfinance Bank Limited,,,No. 2 Udumofa Quarters Ekpan Warri Delta State
UNIUYO Microfinance Bank Limited,,,Cooperative House University of Uyo Akwa Ibom State
UNN Microfinance Bank Limited,,,University of Nigeria Nsukka Enugu State
Unubi Microfinance Bank Limited,,,UMBL House Afor Market Square Unubi Nnewi South L.G.A Anambra State
Unyogba Microfinance Bank Limited,,,1 Alloma Road Opposite Market Square Ejule Ofu LGA Kogi State
Urban Microfinance Bank Limited,,,62 Onyuke St Ogui Layout Enugu Enugu State
Ure Microfinance Bank Limited,,,Kaduna-Lissam Takum Taraba State
Uromi Microfinance Bank Limited,,,76 Ubiaja Road Uromi Edo State
Utako Microfinance Bank Limited,,,Samuelson Court Plot 1151 Ajose Adeogun Street Utako Abuja
Utuh Microfinance Bank Limited,,,Oye Market Square Utuh Nnewi South LGA Anambra State
Uvuoma Microfinance Bank Limited,,,4 Holy Ghost Road Umuahia Abia State
Uvuru Microfinance Bank Limited,,,Orie Ovuru Market Square Mbaise L.G.A Imo State
Uvwie Microfinance Bank Limited,,,214 Effurun &#8211; Warri Road By Jakpa Junction Effurun Delta State.
Uzondu Microfinance Bank Limited,,,St. Mary&#8217;s Catholic Parish Compound Arthur Eze Avenue Awka Anambra State
Uzuakoli Microfinance Bank Limited,,,37 Market Road Uzuakoli Abia State.
Vangel Microfinance Bank Limited,,,"2 Umuoba Uratta Rd, Owerri"
Vantage Microfinance Bank Limited,,,No. 20 Isiukwuato Street Prefab-Owerri Imo State
VCL Microfinance Bank Limited,,,70. Abeokuta Rd. Agege Lagos
Verdant Microfinance Bank Limited,,,48. Banigbose Street Lagos Island. Lagos State
VFD Microfinance Bank Limited,,,Forsight House. 163/165. Broad Street.Lagos Island Lagos State
Vibrant Microfinance Bank Limited,,,Okowi House. Ogbe-Akpu Quaters. Iselle Azagba Aniocha North L.G.A Delta State.
Victory Microfinance Bank Limited,,,Tran-Nsiki Federal Housinh Estate. GRA 3-3 Onitsha. Onitsha North L.G.A Anamra State.
Vineland Microfinance Bank Limited,,,Suite EU6. 01/02. The Arena. Nigerian Army Shopping Complex. Bolade.Oshodi. Lagos State
Visa Microfinance Bank Limited,,,Gouba Plaza. Plot 171. A.E. Ekukinam Street. Utako. Abuja.
Viscount Microfinance Bank Limited,,,Extention B1. Efab Mall. Area.11 Garki Abuja
Viva Microfinance Bank Limited,,,Suite H528/H529 Ikota Shopping Complex Victoria Garden City Ajah Lagos State
Waila Microfinance Bank Limited,,,No.7. Chrisgold Plaza Keffi Road. Mararaba Nassarawa State
Wallet Microfinance Bank Limited,,,"Suite 312/314 Royal Plaza,Opposite Mararaba, Karu LGA Nassarawa State"
Wapo Microfinance Bank Limited,,,Nagazi Ogaminana Okene. Kogi State.
Warji Microfinance Bank Limited,,,Emir&#8217;s Drive Katanga P.O.BOX 3736 Bauchi State.
Wase Microfinance Bank Limited,,,1. Opposite Emir&#8217;s Palace. Wase Local Govt Area. Plateau state
Wealth-Basket Microfinance Bank Limited,,,148. Lagos Road By Church Bustop. Ikorodu. Lagos State.
Wealth-Stream Microfinance Bank Limited,,,213. Kirikiri Road. Olodi-Apapa. Lagos State.
Welfare Microfinance Bank Limited,,,Abdulwahab Folawiyo Road Ilorin. Kwara State.
Wesley (fmr City Mission Methodist) Microfinance Bank Limited,,,1. Alhaji Ade Thanni Street. Sururlere. Lagos
West-End Microfinance Bank Limited,,,11. Community Road. Igbesa. Ado Odo L.G.A
Wetland Microfinance Bank Limited,,,38. Deco Road. Warri. Delta State
Woliwo Microfinance Bank Limited,,,10. Akunnia Njota Street. Woliwo Layout Onitsha Anambra State.
Women Development Initiative Microfinance Bank Limited,,,3rd Floor. Kano Foundation Building. Bayero Univerity. Kano State.
WRA Microfinance Bank Limited,,,Wararwa Town. Warawa Local Govt Area. Kano State
Wudil Microfinance Bank Limited,,,No.2. Aliu Dandarman Road. Wudil. Kano State
XSLNCE Microfinance Bank Limited,,,No.8B Olarenwaju Ninalowo Off Fola Osibo Street Lekki Phase 1. Lekki Lagos
Yabo Microfinance Bank Limited,,,No.3. Shehu Shagari Road. Yabo. Sokoto state
Yankari Microfinance Bank Limited,,,No. 10. Yandoka Road Bauchi.
Yauri Emirates Microfinance Bank Limited,,,Old Kotangora Road. PP.O.BOX.1 Yelwa-Yauri. Kebbi State
YCT Microfinance Bank Limited,,,Yaba Colledge of Technology. 22 Husley Street Yaba
Yeneng Microfinance Bank Limited,,,P.O.BOX 1001. Bukuru. No.1 Bank Road Ganawuri. Riyom L.G.A Plateau State
Yarwa Microfinance Bank Limited,,,No.15. Ahmadu Bello Way. Maiduguri. Borno State
YES Microfinance Bank Limited,,,11 Majekodumi Street. Off Allen Avenue. Lagos
Yield Microfinance Bank Limited,,,Â 483C Omotunde Akinsola Street Omole Phase 1 Ikeja Lagos
Yobe Microfinance Bank Limited,,,Plot 4. Ahmadu Bello Way Damaturu Yobe State
Zafec Microfinance Bank Limited,,,Federal Colledge of Education Campus. Zaria Kaduna State
Zamare Microfinance Bank Limited,,,Yauri LGA Keebi
Zawadi Microfinance Bank Limited,,,Shelter Market. Oyo. Akwa Ibom State
Zigate Microfinance Bank Limited,,,12. Station Road. Agbado. Ogun State
Zion Microfinance Bank Limited,,,144. Benue Crescent Wadata. Makurdi Benue State
Zumwa Microfinance Bank Limited,,,Anguwara Sarki Sabon Wuse. Niger State
Zurmi Microfinance Bank Limited,,,Market Road. Zurmi. Zamfara State
Zuru Microfinance Bank Limited,,,Opposite Zuru GarageZuru. Kebbi State
